"Column Name","Label"
"S1702_C02_019E","All families!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C02_019M","All families!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C03_019E","Married-couple families!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C03_019M","Married-couple families!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C04_019E","Married-couple families!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C04_019M","Married-couple families!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C05_019E","Female householder, no husband present!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C05_019M","Female householder, no husband present!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C06_019E","Female householder, no husband present!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C06_019M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C01_020E","All families!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C01_020M","All families!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C02_020E","All families!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C02_020M","All families!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C03_020E","Married-couple families!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C03_020M","Married-couple families!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C04_020E","Married-couple families!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C04_020M","Married-couple families!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C05_020E","Female householder, no husband present!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C05_020M","Female householder, no husband present!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C06_020E","Female householder, no husband present!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C06_020M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C01_021E","All families!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C01_021M","All families!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C02_021E","All families!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C02_021M","All families!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C03_021E","Married-couple families!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C03_021M","Married-couple families!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C04_021E","Married-couple families!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C04_021M","Married-couple families!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C05_021E","Female householder, no husband present!!Total!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C05_021M","Female householder, no husband present!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C06_021E","Female householder, no husband present!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C06_021M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C01_022E","All families!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C01_022M","All families!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C02_022E","All families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C02_022M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C03_022E","Married-couple families!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C03_022M","Married-couple families!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C04_022E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C04_022M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C05_022E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C05_022M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C06_022E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C06_022M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child"
"S1702_C01_023E","All families!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C01_023M","All families!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C02_023E","All families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C02_023M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C03_023E","Married-couple families!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C03_023M","Married-couple families!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C04_023E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C04_023M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C05_023E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C05_023M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C06_023E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C06_023M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children"
"S1702_C01_024E","All families!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C01_024M","All families!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C02_024E","All families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C02_024M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C03_024E","Married-couple families!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C03_024M","Married-couple families!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C04_024E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C04_024M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C05_024E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C05_024M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C06_024E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C06_024M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children"
"S1702_C01_025E","All families!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C01_025M","All families!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C02_025E","All families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C02_025M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C03_025E","Married-couple families!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C03_025M","Married-couple families!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C04_025E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C04_025M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C05_025E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C05_025M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C06_025E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C06_025M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children"
"S1702_C01_026E","All families!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C01_026M","All families!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C02_026E","All families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C02_026M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C03_026E","Married-couple families!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C03_026M","Married-couple families!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C04_026E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C04_026M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C05_026E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C05_026M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C06_026E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C06_026M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C01_027E","All families!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C01_027M","All families!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C02_027E","All families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C02_027M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C03_027E","Married-couple families!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C03_027M","Married-couple families!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C04_027E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C04_027M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C05_027E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C05_027M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C06_027E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C06_027M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C01_028E","All families!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C01_028M","All families!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C02_028E","All families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C02_028M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C03_028E","Married-couple families!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C03_028M","Married-couple families!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C04_028E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C04_028M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C05_028E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C05_028M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C06_028E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C06_028M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C01_029E","All families!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C01_029M","All families!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C02_029E","All families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C02_029M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C03_029E","Married-couple families!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C03_029M","Married-couple families!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C04_029E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C04_029M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C05_029E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C05_029M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C06_029E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C06_029M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C01_030E","All families!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C01_030M","All families!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C02_030E","All families!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C02_030M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C03_030E","Married-couple families!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C03_030M","Married-couple families!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C04_030E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C04_030M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C05_030E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C05_030M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C06_030E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C06_030M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C01_031E","All families!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C01_031M","All families!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C02_031E","All families!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C02_031M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C03_031E","Married-couple families!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C03_031M","Married-couple families!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C04_031E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C04_031M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C05_031E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C05_031M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C06_031E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C06_031M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C01_032E","All families!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C01_032M","All families!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C02_032E","All families!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C02_032M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C03_032E","Married-couple families!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C03_032M","Married-couple families!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C04_032E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C04_032M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C05_032E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C05_032M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C06_032E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C06_032M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C01_033E","All families!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C01_033M","All families!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C02_033E","All families!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C02_033M","All families!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C03_033E","Married-couple families!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C03_033M","Married-couple families!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C04_033E","Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C04_033M","Married-couple families!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C05_033E","Female householder, no husband present!!Total!!Estimate!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C05_033M","Female householder, no husband present!!Total!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C06_033E","Female householder, no husband present!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C06_033M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C01_034E","All families!!Total!!Estimate!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C01_034M","All families!!Total!!Margin of Error!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C02_034E","All families!!Percent below poverty level!!Estimate!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C02_034M","All families!!Percent below poverty level!!Margin of Error!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C03_034E","Married-couple families!!Total!!Estimate!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C03_034M","Married-couple families!!Total!!Margin of Error!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C04_034E","Married-couple families!!Percent below poverty level!!Estimate!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C04_034M","Married-couple families!!Percent below poverty level!!Margin of Error!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C05_034E","Female householder, no husband present!!Total!!Estimate!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C05_034M","Female householder, no husband present!!Total!!Margin of Error!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C06_034E","Female householder, no husband present!!Percent below poverty level!!Estimate!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C06_034M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C01_035E","All families!!Total!!Estimate!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C01_035M","All families!!Total!!Margin of Error!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C02_035E","All families!!Percent below poverty level!!Estimate!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C02_035M","All families!!Percent below poverty level!!Margin of Error!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C03_035E","Married-couple families!!Total!!Estimate!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C03_035M","Married-couple families!!Total!!Margin of Error!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C04_035E","Married-couple families!!Percent below poverty level!!Estimate!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C04_035M","Married-couple families!!Percent below poverty level!!Margin of Error!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C05_035E","Female householder, no husband present!!Total!!Estimate!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C05_035M","Female householder, no husband present!!Total!!Margin of Error!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C06_035E","Female householder, no husband present!!Percent below poverty level!!Estimate!!PERCENT IMPUTED!!Poverty status for families"
"S1702_C06_035M","Female householder, no husband present!!Percent below poverty level!!Margin of Error!!PERCENT IMPUTED!!Poverty status for families"
